Carrera,Codigo Guarani,Materia,Edificio,Profesor,Aula,Dia,Hora inicio,Hora fin
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-1,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-3,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Tercer Piso-4,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-1,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Lunes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Martes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Mi�rcoles,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Jueves,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,PB-2,Viernes,14,18
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-2,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Martes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Mi�rcoles,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Jueves,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-3,Viernes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Lunes,8,12
Ingeniería en Computación,B5638,Inglés Técnico,Anasagasti II,MONICA DELIA LORENZO DE MAGOIA,Segundo Piso-4,Martes,8,12
